config1 1 1 100
config1 2 1 3800
config1 3 1 16500
config1 4 1 24800
config1 5 1 33000
config2 1 1 100
config2 2 1 8300
config2 3 1 16500
config2 4 1 24800
config2 5 1 33000
config2 5 2 41000
config2 6 2 41200
config2 7 2 49500
config2 8 2 57700
config2 9 2 65900
config2 10 2 74100
config3 1 1 100
config3 2 1 17700
config3 3 2 41000
config3 5 3 82000
config3 5 4 122900
