config1 100 1154
config1 3800 1732
config1 16500 2309
config1 24800 2887
config1 33000 3464
config2 100 1154
config2 8300 1732
config2 16500 2309
config2 24800 2887
config2 33000 3464
config2 41000 4042
config2 41200 4619
config2 49500 5196
config2 57700 5774
config2 65900 6351
config2 74100 6929
config3 100 1154
config3 17700 1732
config3 41000 2887
config3 82000 4619
config3 122900 5196
