1 2000000 1 1 20 0 846.8051948051948 426.0 916.0 1484.4512284252544 38.52857677653373 846.0 866.0 888.0 906.0 909.0 736 
1 2000000 2 1 20 0 444.06666666666666 253.0 576.0 913.1688888888889 30.218684433457536 437.0 459.0 475.0 482.0 550.0 1440 
1 2000000 3 1 20 0 316.8253968253968 154.0 411.0 858.7155454774502 29.303848646166774 306.0 338.0 355.5000000000007 376.0 410.0 2016 
1 2000000 4 1 20 0 261.5095206828628 129.0 364.0 1111.6064425148381 33.34076247650671 251.0 275.0 315.0 329.0 364.0 2432 
1 2000000 5 1 20 0 218.2264254385965 104.0 369.0 974.6302008190021 31.219067904391412 209.0 234.0 258.0 278.0 352.0 2912 
1 2000000 6 1 20 0 181.55327868852459 100.0 246.0 415.1488007256114 20.375200630315554 176.0 191.0 210.5 227.0 243.0 3488 
1 2000000 7 1 20 0 173.27652173913043 96.0 330.0 794.36962268431 28.184563553198938 166.0 185.0 207.0 219.0 280.0 3680 
1 2000000 8 1 20 0 152.62370936902485 88.0 239.0 435.1111778275795 20.859318728749976 148.0 160.0 180.0 198.0 223.0 4160 
1 2000000 9 1 20 0 149.38533834586465 100.0 245.0 485.52256699078526 22.034576623815244 145.0 162.0 178.0 193.0 215.0 4256 
1 2000000 10 1 20 0 136.50274536719286 82.0 236.0 407.5355106510166 20.187508777732248 132.0 147.0 164.0 176.0 197.0 4640 
1 2000000 11 1 20 0 125.38449416955562 100.0 197.0 343.1909603256042 18.525413904299256 120.0 134.0 153.0 166.0 180.0 5056 
1 2000000 12 1 20 0 123.58354037267081 82.0 183.0 259.959170074457 16.12324936464288 121.0 133.0 144.0 154.0 165.0 5152 
1 2000000 13 1 20 0 116.67155425219941 58.0 188.0 265.0047333614262 16.278965979491026 113.0 126.0 140.0 147.0 163.0 5440 
1 2000000 14 1 20 0 114.56057553956835 61.0 190.0 254.06848887738732 15.939525992870282 111.0 125.0 135.0 143.0 164.25999999999976 5536 
1 2000000 15 1 20 0 111.66966292134832 62.0 205.0 309.33975381896227 17.58805713599323 108.0 119.0 135.0 147.0 174.0 5696 
